#####################################################################
# Alchemist log file - simulation started at: 2023-05-22T03:29+0000 #
#####################################################################
#
# seed = 27.0, spacing = 0.5, error = 0.1, mode = proactive, delay = 10, throttle = 5
#
# The columns have the following meaning: 
# time root[mean] rounds[sum] messages[sum] source_gradient[sum] destination_gradient[sum] distance_between[sum] 
0.0 NaN 0.0 0.0 0.0 0.0 0.0
1.5811647197536694E-4 0.0 1.0 1.0 0.0 0.0 0.0
1.000126000224726 0.0 2000.0 12978.0 0.0 0.0 0.0
2.000158116471975 0.0 4001.0 28726.0 0.0 0.0 0.0
3.000158116471976 0.0 6001.0 44466.0 0.0 0.0 0.0
4.000158116471977 0.0 8001.0 60206.0 0.0 0.0 0.0
5.000158116471978 1.6999999999999986 10001.0 75946.0 0.0 0.0 0.0
6.000158116471979 4.5 12001.0 91686.0 0.0 0.0 0.0
7.0001581164719795 6.2 14001.0 107426.0 0.0 0.0 0.0
8.000146684993402 7.875 16000.0 123158.0 0.0 0.0 0.0
9.0001152053899 8.475000000000003 18000.0 138898.0 0.0 0.0 0.0
10.000158116471972 8.274999999999997 20001.0 154646.0 0.0 0.0 0.0
11.000158116471969 7.775 22001.0 170386.0 0.0 0.0 0.0
12.000158116471965 7.275000000000004 24001.0 186126.0 0.0 0.0 0.0
13.000151322337784 6.875 26000.0 201858.0 0.0 0.0 0.0
14.000158116471958 6.25 28001.0 217606.0 0.0 0.0 0.0
15.000158116471955 5.200000000000005 30001.0 233346.0 0.0 0.0 0.0
16.00015811647195 4.450000000000004 32001.0 249086.0 0.0 0.0 0.0
17.000158116471948 3.975000000000001 34001.0 264826.0 0.0 0.0 0.0
18.000158116471944 3.524999999999998 36001.0 280566.0 0.0 0.0 0.0
19.000157606791177 3.174999999999999 38000.0 296298.0 0.0 0.0 0.0
20.000158116471937 3.149999999999997 40001.0 312046.0 0.0 0.0 0.0
21.000158116471933 3.149999999999997 42001.0 327786.0 0.0 0.0 0.0
22.00015811647193 3.149999999999997 44001.0 343526.0 0.0 0.0 0.0
23.000158116471926 3.149999999999997 46001.0 359266.0 0.0 0.0 0.0
24.00010528745757 3.149999999999997 48000.0 374998.0 0.0 0.0 0.0
25.000100419045612 3.149999999999997 50000.0 390738.0 0.0 0.0 0.0
26.000152277943887 3.149999999999997 52000.0 406478.0 0.0 0.0 0.0
27.000158116471912 3.149999999999997 54001.0 422226.0 0.0 0.0 0.0
28.00015811647191 3.149999999999997 56001.0 437966.0 0.0 0.0 0.0
29.000158116471905 3.149999999999997 58001.0 453706.0 0.0 0.0 0.0
