#####################################################################
# Alchemist log file - simulation started at: 2023-05-22T04:00+0000 #
#####################################################################
#
# seed = 14.0, spacing = 0.5, error = 0.1, mode = throttle, delay = 10, throttle = 1
#
# The columns have the following meaning: 
# time root[mean] rounds[sum] messages[sum] 
0.0 NaN 0.0 0.0
0.0 -0.9206349206349207 0.0 0.0
1.0001926016977352 -0.9206349206349207 1.0 2750.0
2.0001926016977354 -0.9206349206349207 342.0 5080.0
3.0001926016977354 -0.7713750805339599 354.0 5152.0
4.000192601697735 -0.7713750805339599 362.0 5204.0
5.000192601697735 -0.5766027594108776 381.0 5326.0
6.000192601697735 -0.5766027594108776 391.0 5391.0
7.000192601697735 -0.3488153485189842 413.0 5535.0
8.000192601697735 -0.252940978037598 426.0 5620.0
9.000192601697735 -0.05941642307156925 454.0 5803.0
10.000192601697735 0.22487454262797232 480.0 5984.0
11.000192601697735 0.382991839861361 516.0 6225.0
12.000192601697735 0.5894254321747763 551.0 6474.0
13.000192601697735 0.7660185677414136 593.0 6766.0
14.000192601697735 0.8298372016804878 620.0 6968.0
15.000192601697735 1.0734482236241145 661.0 7263.0
16.000192601697734 1.0795014179165254 688.0 7452.0
17.000192601697734 1.2964637599072246 722.0 7692.0
18.000192601697734 1.4363610255991126 751.0 7897.0
19.000192601697734 1.493205324925964 783.0 8125.0
20.000192601697734 1.7341047034798582 816.0 8363.0
21.000192601697734 1.7600366803636174 851.0 8614.0
22.000192601697734 1.9590506351452701 884.0 8855.0
23.000192601697734 2.1373005766882396 924.0 9145.0
24.000192601697734 2.2917086324131657 959.0 9402.0
25.000192601697734 2.47796780404196 1002.0 9714.0
26.000192601697734 2.627212465388208 1041.0 9998.0
27.000192601697734 2.8441858801598277 1089.0 10348.0
28.000192601697734 3.0513876772559545 1136.0 10687.0
29.000192601697734 3.2805109607716543 1191.0 11081.0
30.000192601697734 3.5460376752382143 1247.0 11476.0
31.000192601697734 3.806261217957179 1311.0 11917.0
32.000192601697734 4.008347986178447 1374.0 12335.0
33.000192601697734 4.10898304173132 1445.0 12805.0
34.000192601697734 4.28737276051161 1513.0 13249.0
35.000192601697734 4.3916583012951715 1583.0 13706.0
36.000192601697734 4.613715870665785 1645.0 14106.0
37.000192601697734 4.8069892851710385 1718.0 14583.0
38.000192601697734 4.96170025851879 1781.0 14995.0
39.000192601697734 5.207334493113176 1844.0 15419.0
40.000192601697734 5.442837514825879 1900.0 15806.0
41.000192601697734 5.728199091249306 1964.0 16254.0
42.000192601697734 5.977722064937938 2035.0 16742.0
43.000192601697734 6.214420075815189 2114.0 17286.0
44.000192601697734 6.332245084209123 2189.0 17808.0
45.000192601697734 6.572404522663289 2272.0 18385.0
46.000192601697734 6.610010888174658 2349.0 18919.0
47.000192601697734 6.835688748642101 2434.0 19506.0
48.000192601697734 6.964372855540879 2512.0 20047.0
49.000192601697734 7.02879164014876 2591.0 20593.0
50.000192601697734 7.188905874086755 2657.0 21058.0
51.000192601697734 7.2589956396899415 2722.0 21521.0
52.000192601697734 7.39062439793035 2778.0 21919.0
53.000192601697734 7.521672025615628 2839.0 22359.0
54.000192601697734 7.625626771464582 2893.0 22744.0
55.000192601697734 7.755768947446191 2951.0 23147.0
56.000192601697734 7.772994143309972 2999.0 23471.0
57.000192601697734 7.75982001795009 3050.0 23818.0
58.000192601697734 7.753269691528711 3091.0 24090.0
59.000192601697734 7.7478259431823995 3133.0 24370.0
60.000192601697734 7.743943044690431 3166.0 24586.0
61.000192601697734 7.74257871703056 3201.0 24816.0
62.000192601697734 7.741756315402937 3226.0 24979.0
63.000192601697734 7.74115790406307 3252.0 25149.0
64.00019260169773 7.741025799008843 3270.0 25264.0
65.00019260169773 7.740893693954607 3288.0 25377.0
66.00019260169773 7.740893693954607 3299.0 25441.0
67.00019260169773 7.740893693954607 3305.0 25479.0
68.00019260169773 7.740893693954607 3305.0 25479.0
69.00019260169773 7.740893693954607 3305.0 25479.0
70.00019260169773 7.740893693954607 3305.0 25479.0
71.00019260169773 7.740893693954607 3305.0 25479.0
72.00019260169773 7.740893693954607 3305.0 25479.0
73.00019260169773 7.740893693954607 3305.0 25479.0
74.00019260169773 7.740893693954607 3305.0 25479.0
75.00019260169773 7.740893693954607 3305.0 25479.0
76.00019260169773 7.740893693954607 3305.0 25479.0
77.00019260169773 7.740893693954607 3305.0 25479.0
78.00019260169773 7.740893693954607 3305.0 25479.0
79.00019260169773 7.740893693954607 3305.0 25479.0
80.00019260169773 7.740893693954607 3305.0 25479.0
81.00019260169773 7.740893693954607 3305.0 25479.0
82.00019260169773 7.740893693954607 3305.0 25479.0
83.00019260169773 7.740893693954607 3305.0 25479.0
84.00019260169773 7.740893693954607 3305.0 25479.0
85.00019260169773 7.740893693954607 3305.0 25479.0
86.00019260169773 7.740893693954607 3305.0 25479.0
87.00019260169773 7.740893693954607 3305.0 25479.0
88.00019260169773 7.740893693954607 3305.0 25479.0
89.00019260169773 7.740893693954607 3305.0 25479.0
90.00019260169773 7.740893693954607 3305.0 25479.0
91.00019260169773 7.740893693954607 3305.0 25479.0
92.00019260169773 7.740893693954607 3305.0 25479.0
93.00019260169773 7.740893693954607 3305.0 25479.0
94.00019260169773 7.740893693954607 3305.0 25479.0
95.00019260169773 7.740893693954607 3305.0 25479.0
96.00019260169773 7.740893693954607 3305.0 25479.0
97.00019260169773 7.740893693954607 3305.0 25479.0
98.00019260169773 7.740893693954607 3305.0 25479.0
99.00019260169773 7.740893693954607 3305.0 25479.0
100.00019260169773 7.740893693954607 3305.0 25479.0
