#####################################################################
# Alchemist log file - simulation started at: 2023-05-21T21:21+0000 #
#####################################################################
#
# seed = 11.0, spacing = 0.5, error = 0.1, mode = throttle, delay = 10, throttle = 8
#
# The columns have the following meaning: 
# time root[mean] rounds[sum] messages[sum] source_gradient[sum] destination_gradient[sum] distance_between[sum] 
0.0 NaN 0.0 0.0 0.0 0.0 0.0
0.0 0.0 400.0 0.0 400.0 400.0 400.0
1.0 0.0 1274.0 8435.0 1243.0 1262.0 1338.0
2.0 0.0 1939.0 12732.0 1547.0 1656.0 2036.0
3.0 0.0 2895.0 19367.0 2060.0 2210.0 3103.0
4.0 2.4250000000000007 4023.0 27253.0 2784.0 3022.0 4321.0
5.0 5.575000000000002 5403.0 36243.0 3883.0 4019.0 5808.0
6.0 7.825000000000003 7235.0 48483.0 5039.0 5046.0 7790.0
7.0 8.325000000000005 8689.0 58780.0 5892.0 5737.0 9322.0
8.0 8.100000000000003 9604.0 65039.0 6337.0 6046.0 10277.0
9.0 7.549999999999997 10355.0 70197.0 6482.0 6163.0 11066.0
10.0 7.049999999999996 10964.0 74431.0 6504.0 6191.0 11711.0
11.0 6.349999999999994 11583.0 78691.0 6504.0 6196.0 12387.0
12.0 5.375 12269.0 83236.0 6512.0 6196.0 13113.0
13.0 4.325000000000002 13005.0 88222.0 6512.0 6196.0 13899.0
14.0 3.8249999999999997 13735.0 93358.0 6512.0 6196.0 14661.0
15.0 3.6000000000000028 14192.0 96677.0 6512.0 6196.0 15143.0
16.0 3.0249999999999977 14582.0 99536.0 6512.0 6196.0 15551.0
17.0 2.8999999999999986 14850.0 101460.0 6512.0 6196.0 15831.0
18.0 2.8999999999999986 14971.0 102383.0 6512.0 6196.0 15952.0
19.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
20.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
21.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
22.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
23.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
24.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
25.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
26.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
27.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
28.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
29.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
30.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
31.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
32.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
33.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
34.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
35.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
36.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
37.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
38.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
39.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
40.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
41.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
42.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
43.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
44.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
45.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
46.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
47.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
48.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
49.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
50.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
51.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
52.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
53.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
54.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
55.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
56.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
57.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
58.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
59.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
60.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
61.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
62.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
63.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
64.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
65.0 2.8999999999999986 15014.0 102722.0 6512.0 6196.0 15995.0
