#####################################################################
# Alchemist log file - simulation started at: 2023-05-22T00:17+0000 #
#####################################################################
#
# seed = 38.0, spacing = 0.5, error = 0.1, mode = reactive, delay = 10, throttle = 2
#
# The columns have the following meaning: 
# time root[mean] rounds[sum] messages[sum] source_gradient[sum] destination_gradient[sum] distance_between[sum] 
0.0 NaN 0.0 0.0 0.0 0.0 0.0
0.0 0.0 400.0 2726.0 400.0 400.0 400.0
1.0 0.0 4253.0 29291.0 3633.0 3800.0 4408.0
2.0 3.7000000000000033 8695.0 60906.0 6185.0 6493.0 9111.0
3.0 8.399999999999997 17013.0 119227.0 11646.0 11003.0 17782.0
4.0 8.375 22563.0 157097.0 14596.0 13808.0 23509.0
5.0 7.5 25375.0 176411.0 15611.0 14800.0 26407.0
6.0 6.625 27193.0 189048.0 15820.0 14959.0 28298.0
7.0 4.825 28756.0 200151.0 15823.0 14964.0 29940.0
8.0 3.8250000000000024 29898.0 207976.0 15823.0 14964.0 31140.0
9.0 3.4500000000000033 30843.0 214421.0 15823.0 14964.0 32131.0
10.0 3.4249999999999963 31160.0 216545.0 15823.0 14964.0 32456.0
11.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
12.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
13.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
14.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
15.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
16.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
17.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
18.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
19.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
20.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
21.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
22.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
23.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
24.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
25.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
26.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
27.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
28.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
29.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
30.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
31.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
32.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
33.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
34.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
35.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
36.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
37.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
38.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
39.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
40.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
41.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
42.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
43.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
44.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
45.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
46.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
47.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
48.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
49.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
50.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
51.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
52.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
53.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
54.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
55.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
56.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
57.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
58.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
59.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
60.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
61.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
62.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
63.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
64.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
65.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
66.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
67.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
68.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
69.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
70.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
71.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
72.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
73.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
74.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
75.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
76.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
77.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
78.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
79.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
80.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
81.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
82.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
83.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
84.0 3.4249999999999963 31206.0 216814.0 15823.0 14964.0 32502.0
